Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,BillboardHit,artist_score
0.6,0.285,2.0,-8.552999999999999,1.0,0.044,0.627,4.7e-05,0.206,0.383,117.845,0,0
0.467,0.119,9.0,-13.038,0.0,0.0393,0.973,0.0,0.0977,0.224,106.757,0,0
0.669,0.5820000000000001,0.0,-10.326,1.0,0.0319,0.264,2.8000000000000006e-05,0.238,0.8909999999999999,172.46900000000005,0,0
0.723,0.903,0.0,-10.095,1.0,0.0438,0.00958,0.833,0.0668,0.6809999999999999,110.817,0,0
0.407,0.231,2.0,-9.08,1.0,0.0293,0.87,0.0,0.369,0.815,104.24,0,0
0.502,0.977,6.0,-3.1830000000000003,1.0,0.0768,1.7e-05,0.17,0.358,0.29100000000000004,129.116,0,0
0.8540000000000001,0.7979999999999999,7.0,-5.1720000000000015,0.0,0.0449,0.444,0.0,0.108,0.939,126.951,0,0
0.525,0.17800000000000002,5.0,-17.864,1.0,0.0549,0.926,0.8540000000000001,0.0907,0.763,151.763,0,0
0.486,0.456,4.0,-11.58,0.0,0.0275,0.664,0.00305,0.211,0.309,127.798,0,0
0.5820000000000001,0.716,10.0,-6.2429999999999986,1.0,0.0465,0.527,0.28,0.112,0.7859999999999999,179.937,0,0
0.509,0.92,2.0,-3.77,1.0,0.331,0.00698,0.0,0.349,0.807,93.019,0,0
0.355,0.949,5.0,-7.2810000000000015,1.0,0.0662,1.07e-05,0.778,0.343,0.037000000000000005,159.91899999999995,0,0
0.595,0.952,0.0,-6.382999999999999,1.0,0.0484,0.00834,0.903,0.16899999999999998,0.289,120.393,0,0
0.628,0.603,11.0,-9.195,0.0,0.0394,0.00358,0.872,0.12,0.273,134.018,0,0
0.299,0.139,10.0,-19.064,1.0,0.0423,0.966,0.971,0.0872,0.0354,121.863,0,0
0.404,0.17600000000000002,7.0,-22.543000000000006,1.0,0.0607,0.88,0.32,0.0726,0.0935,112.991,0,0
0.34600000000000003,0.967,2.0,-6.642,1.0,0.0962,0.309,0.0553,0.475,0.672,170.541,0,0
0.518,0.762,0.0,-5.858,1.0,0.0302,0.01,0.0,0.207,0.5589999999999999,166.85299999999995,0,0
0.324,0.0139,7.0,-32.463,1.0,0.0543,0.934,0.0188,0.109,0.277,168.15599999999995,0,0
0.479,0.846,2.0,-2.944,1.0,0.0338,0.0242,0.0,0.132,0.527,151.968,0,1
0.629,0.691,0.0,-5.881,1.0,0.0334,0.0227,0.025,0.0901,0.8320000000000001,147.946,0,0
0.266,0.284,2.0,-10.799,0.0,0.0369,0.713,0.181,0.321,0.535,64.627,0,0
0.384,0.38,2.0,-9.392,0.0,0.0302,0.512,5.5e-05,0.234,0.551,132.377,0,0
0.591,0.376,0.0,-11.555,1.0,0.0395,0.843,0.906,0.0897,0.63,98.137,0,0
0.488,0.274,7.0,-8.073,1.0,0.0348,0.8270000000000001,0.000146,0.177,0.189,114.585,0,0
0.466,0.336,2.0,-12.457,1.0,0.0294,0.00351,0.917,0.0852,0.334,112.763,0,0
0.299,0.698,2.0,-9.398,0.0,0.045,0.0856,0.127,0.108,0.194,121.459,0,0
0.407,0.217,0.0,-13.548,1.0,0.0343,0.872,0.00147,0.17800000000000002,0.282,115.506,0,0
0.901,0.888,5.0,-7.2,0.0,0.171,0.00274,0.933,0.0298,0.173,128.014,0,0
0.789,0.873,11.0,-6.461,0.0,0.0489,0.00399,0.809,0.08900000000000001,0.628,133.983,0,0
0.471,0.716,7.0,-6.69,1.0,0.0473,0.052000000000000005,0.000114,0.14300000000000002,0.136,79.982,0,0
0.701,0.8390000000000001,4.0,-6.832999999999998,0.0,0.0575,0.416,2.67e-05,0.0944,0.718,107.0,0,0
0.4,0.955,9.0,-3.091,1.0,0.0989,0.000303,0.000194,0.0305,0.465,106.361,0,0
0.595,0.289,11.0,-11.768,1.0,0.0292,0.946,8.98e-05,0.246,0.505,83.428,0,0
0.228,0.872,11.0,-6.322,1.0,0.0546,0.000275,0.0631,0.0994,0.337,130.60299999999998,0,0
0.951,0.6709999999999999,0.0,-5.519,0.0,0.0495,0.0105,2.82e-05,0.106,0.857,116.023,0,0
0.951,0.6709999999999999,0.0,-5.519,0.0,0.0495,0.0105,2.82e-05,0.106,0.857,116.023,0,1
0.568,0.868,2.0,-9.841,1.0,0.0434,0.0005549999999999999,0.892,0.226,0.248,138.001,0,0
0.6890000000000001,0.923,0.0,-7.949,1.0,0.0416,0.008020000000000001,0.459,0.0418,0.44,125.987,0,0
0.802,0.855,11.0,-6.158,0.0,0.0413,0.233,0.00148,0.0959,0.35,141.02,0,0
0.6579999999999999,0.8440000000000001,9.0,-5.45,1.0,0.0936,0.0235,3.79e-05,0.109,0.775,140.02700000000002,0,0
0.384,0.305,0.0,-12.273,1.0,0.0332,0.753,0.0,0.5710000000000001,0.383,73.546,0,0
0.387,0.439,0.0,-8.234,0.0,0.0276,0.429,0.000674,0.107,0.177,104.281,0,0
0.153,0.251,6.0,-24.225,0.0,0.073,0.000621,0.0,0.123,0.079,170.514,0,0
0.727,0.7659999999999999,7.0,-10.513,0.0,0.0279,0.177,0.0669,0.133,0.623,115.01,0,0
0.524,0.69,6.0,-12.459,1.0,0.562,0.986,0.603,0.434,0.784,95.308,0,0
0.11,0.857,3.0,-4.2360000000000015,0.0,0.0591,1.6100000000000002e-05,0.341,0.158,0.218,73.476,0,0
0.63,0.6679999999999999,7.0,-13.027,0.0,0.053,0.364,0.00658,0.102,0.557,99.051,0,0
0.812,0.721,6.0,-5.084,1.0,0.206,0.194,0.0,0.248,0.772,94.939,0,0
0.812,0.721,6.0,-5.084,1.0,0.206,0.194,0.0,0.248,0.772,94.939,0,1
0.569,0.916,1.0,-5.682,0.0,0.0321,0.000268,0.000112,0.161,0.359,112.436,0,0
0.706,0.931,6.0,-6.881,0.0,0.207,0.00187,0.32,0.243,0.682,131.548,0,0
0.621,0.108,2.0,-12.872,1.0,0.0409,0.931,0.0,0.111,0.1,111.91,0,0
0.412,0.999,7.0,-2.8480000000000003,1.0,0.242,2.92e-06,0.84,0.303,0.0447,180.09400000000005,0,0
0.481,0.91,8.0,-6.448,0.0,0.125,0.00454,1.56e-06,0.253,0.6659999999999999,146.591,0,0
0.706,0.755,11.0,-9.968,0.0,0.0977,0.17800000000000002,2.3e-06,0.797,0.706,103.134,0,0
0.6409999999999999,0.91,11.0,-7.48,0.0,0.0401,0.0326,0.428,0.105,0.424,137.971,0,0
0.813,0.795,2.0,-6.445,1.0,0.0595,0.405,0.0375,0.123,0.213,94.267,0,0
0.55,0.5820000000000001,7.0,-7.095,1.0,0.0298,0.723,6.19e-05,0.15,0.82,108.622,0,0
0.257,0.0791,5.0,-20.97,1.0,0.0376,0.959,0.0309,0.4270000000000001,0.166,108.868,0,0
0.645,0.838,0.0,-4.981,1.0,0.0636,0.00169,7.659999999999999e-05,0.111,0.6709999999999999,120.037,0,0
0.72,0.847,4.0,-7.758999999999999,0.0,0.0449,0.00847,1.4800000000000002e-05,0.0681,0.968,130.014,0,0
0.5720000000000001,0.956,8.0,-7.539,1.0,0.039,0.00104,0.723,0.151,0.565,143.219,0,0
0.446,0.928,4.0,-8.331,0.0,0.505,0.306,5.07e-06,0.561,0.335,88.318,0,0
0.6459999999999999,0.865,1.0,-3.14,1.0,0.481,0.516,0.0,0.374,0.591,168.93099999999995,0,0
0.364,0.0949,2.0,-15.57,1.0,0.0347,0.948,0.0393,0.362,0.13,83.822,0,0
0.662,0.84,6.0,-6.593,1.0,0.258,0.024,0.0,0.524,0.8909999999999999,140.069,0,0
0.308,0.735,10.0,-9.263,1.0,0.0912,0.00144,3.48e-06,0.0738,0.453,128.564,0,0
0.451,0.915,6.0,-5.957000000000002,0.0,0.0321,0.0329,0.8370000000000001,0.605,0.491,111.3,0,0
0.4970000000000001,0.54,6.0,-8.977,0.0,0.0316,0.7559999999999999,0.0,0.185,0.66,81.751,0,0
0.535,0.7490000000000001,7.0,-4.256,1.0,0.0316,0.0766,0.0,0.304,0.669,103.983,0,0
0.672,0.747,0.0,-14.919,0.0,0.0494,0.48,0.0575,0.127,0.809,110.69,0,0
0.555,0.736,9.0,-7.322,1.0,0.0472,0.0345,0.0099,0.708,0.807,124.231,0,0
0.374,0.778,10.0,-7.508999999999999,0.0,0.194,0.0317,0.0,0.313,0.779,95.304,0,0
0.383,0.654,0.0,-5.539,1.0,0.0517,0.0014199999999999998,0.0,0.955,0.394,177.77900000000002,0,0
0.402,0.665,2.0,-8.482000000000001,1.0,0.039,0.000686,0.0914,0.0906,0.355,153.283,0,0
0.601,0.17600000000000002,9.0,-14.077,1.0,0.0291,0.944,0.00266,0.212,0.68,75.01899999999998,0,0
0.493,0.0477,3.0,-13.546,1.0,0.0482,0.963,0.000216,0.097,0.212,119.248,0,0
0.696,0.677,5.0,-6.195,1.0,0.0292,0.0216,0.0,0.11,0.418,119.992,0,0
0.481,0.569,8.0,-12.133,1.0,0.0331,0.848,0.000406,0.0905,0.897,105.088,0,0
0.648,0.393,8.0,-11.732,1.0,0.0338,0.315,0.00158,0.0655,0.42,119.944,0,0
0.519,0.278,7.0,-10.418,1.0,0.0262,0.828,0.00325,0.111,0.0935,101.904,0,0
0.275,0.703,4.0,-2.71,0.0,0.036000000000000004,0.00187,0.000229,0.229,0.436,90.148,0,0
0.594,0.85,0.0,-5.872999999999998,1.0,0.0395,5.44e-05,0.812,0.315,0.345,128.043,0,0
0.333,0.132,0.0,-17.834,1.0,0.0357,0.959,0.0377,0.115,0.53,155.06,0,0
0.777,0.621,8.0,-13.491,1.0,0.0934,0.0942,0.00191,0.3720000000000001,0.892,116.025,0,0
0.6509999999999999,0.472,0.0,-9.309,1.0,0.0266,0.6659999999999999,0.000545,0.17600000000000002,0.509,108.31,0,0
0.21,0.221,4.0,-18.333,1.0,0.0448,0.546,0.865,0.573,0.0389,78.53399999999998,0,0
0.449,0.509,11.0,-8.288,0.0,0.0285,0.00447,0.61,0.111,0.722,143.268,0,0
0.3670000000000001,0.511,9.0,-12.933,0.0,0.0375,0.434,0.961,0.109,0.0676,134.636,0,0
0.8,0.895,7.0,-6.716,1.0,0.079,0.0078,0.8959999999999999,0.0672,0.61,127.986,0,0
0.32,0.8109999999999999,2.0,-10.091,1.0,0.403,0.177,0.0658,0.518,0.182,148.531,0,0
0.883,0.8420000000000001,6.0,-5.473,1.0,0.172,0.00114,5.08e-05,0.0658,0.768,125.021,0,0
0.146,0.00201,3.0,-11.581,1.0,0.0474,0.442,0.000117,0.0749,0.0231,135.808,0,0
0.647,0.591,11.0,-8.222000000000001,1.0,0.243,0.249,0.0,0.5,0.336,128.651,0,0
0.525,0.934,7.0,-4.495,1.0,0.0583,0.0429,6.94e-06,0.359,0.5920000000000001,102.432,0,0
0.757,0.506,6.0,-12.619000000000002,1.0,0.0309,0.294,0.000733,0.0422,0.902,130.668,0,0
0.265,0.907,8.0,-5.457000000000002,1.0,0.0487,2.07e-05,0.165,0.0914,0.318,102.808,0,0
0.941,0.278,9.0,-11.851,1.0,0.35100000000000003,0.069,0.0,0.0787,0.877,141.186,0,0
0.457,0.214,7.0,-12.339,1.0,0.0424,0.63,0.0142,0.115,0.276,162.388,0,0
0.743,0.7979999999999999,1.0,-6.482,0.0,0.115,0.0962,1.6e-05,0.659,0.826,82.01700000000002,0,0
0.27,0.183,4.0,-8.729,0.0,0.031,0.809,4.75e-06,0.111,0.138,85.375,0,0
0.34700000000000003,0.865,7.0,-8.347999999999999,1.0,0.221,0.00148,0.345,0.28800000000000003,0.268,113.247,0,0
0.71,0.615,1.0,-5.776,1.0,0.0685,0.0463,0.000152,0.159,0.7170000000000001,73.995,0,0
0.522,0.433,7.0,-7.937,1.0,0.0274,0.412,0.00962,0.11,0.147,138.149,0,0
0.488,0.8,6.0,-5.065,1.0,0.0425,3.97e-05,0.0117,0.309,0.634,151.012,0,0
0.624,0.853,1.0,-5.409,1.0,0.0329,0.14400000000000002,7.47e-05,0.0984,0.453,116.397,0,0
0.482,0.7,9.0,-8.685,0.0,0.0301,0.361,0.675,0.0982,0.141,126.625,0,0
0.482,0.249,5.0,-10.574000000000002,1.0,0.0382,0.926,2.6e-06,0.0912,0.175,118.791,0,0
0.29100000000000004,0.56,2.0,-4.362,0.0,0.0349,0.0442,0.00236,0.14800000000000002,0.11,139.933,0,0
0.745,0.706,1.0,-5.058,1.0,0.053,0.0625,8.190000000000001e-05,0.0726,0.856,117.973,0,0
0.455,0.244,2.0,-16.097,1.0,0.041,0.752,9.52e-06,0.0959,0.383,146.483,0,0
0.588,0.51,7.0,-8.004,0.0,0.0274,0.0464,0.000541,0.105,0.524,74.977,0,0
0.6629999999999999,0.43,11.0,-14.071,0.0,0.0326,0.799,0.4270000000000001,0.268,0.27,120.056,0,0
0.0,0.556,4.0,-8.767999999999999,1.0,0.0,0.644,0.0,0.0,0.0,0.0,0,0
0.838,0.509,6.0,-10.906,1.0,0.0396,0.0166,0.023,0.0822,0.644,102.596,0,0
0.722,0.7929999999999999,11.0,-9.939,0.0,0.0376,0.0662,0.00219,0.0989,0.6729999999999999,124.026,0,0
0.524,0.452,2.0,-10.544,1.0,0.0272,0.386,0.0167,0.0764,0.524,143.935,0,0
0.428,0.595,3.0,-12.281,1.0,0.0355,0.0299,0.00153,0.204,0.609,174.791,0,0
0.565,0.701,9.0,-7.242000000000001,0.0,0.0446,9.82e-05,0.89,0.106,0.198,134.0,0,0
0.586,0.934,1.0,-5.175,0.0,0.0279,0.188,0.000903,0.204,0.959,133.016,0,0
0.61,0.373,9.0,-9.387,1.0,0.0946,0.547,0.0,0.106,0.33,104.6,0,0
0.923,0.7170000000000001,1.0,-9.933,1.0,0.29,0.174,0.000183,0.0416,0.687,97.02,0,0
0.458,0.8440000000000001,10.0,-3.879,0.0,0.131,0.239,5.49e-06,0.0681,0.669,87.404,0,0
0.609,0.599,0.0,-10.908,1.0,0.0871,0.111,0.0149,0.606,0.6459999999999999,158.05100000000004,0,0
0.715,0.816,2.0,-6.957999999999998,0.0,0.0479,0.058,0.939,0.156,0.643,124.033,0,0
0.198,0.975,10.0,-5.475,1.0,0.0959,0.000248,3.9e-06,0.35,0.229,96.309,0,0
0.364,0.493,2.0,-10.192,1.0,0.044,0.601,0.000396,0.187,0.551,80.596,0,0
0.444,0.18600000000000005,5.0,-9.648,1.0,0.0335,0.937,1.55e-06,0.212,0.118,148.14,0,0
0.343,0.226,0.0,-12.21,0.0,0.0357,0.986,0.852,0.101,0.0622,61.695,0,0
0.741,0.915,1.0,-7.933,1.0,0.0465,0.000169,0.935,0.0677,0.213,124.032,0,0
0.551,0.337,2.0,-10.157,1.0,0.0339,0.757,9.44e-06,0.129,0.718,172.861,0,0
0.568,0.315,5.0,-12.937,1.0,0.0334,0.809,2.6e-05,0.0896,0.747,169.65400000000002,0,0
0.481,0.8759999999999999,9.0,-9.395,0.0,0.0358,0.000242,0.00636,0.196,0.609,145.30100000000004,0,0
0.14400000000000002,0.0465,9.0,-16.368,0.0,0.0413,0.985,0.682,0.11,0.0391,79.85300000000002,0,0
0.528,0.652,11.0,-9.865,0.0,0.0334,0.000754,0.00456,0.172,0.414,120.023,0,0
