Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,BillboardHit,artist_score
0.6729999999999999,0.846,2.0,-10.241,1.0,0.0421,0.0394,0.294,0.123,0.289,104.001,0,0
0.7929999999999999,0.7340000000000001,5.0,-10.684,1.0,0.0377,0.0153,0.912,0.103,0.841,130.017,0,0
0.255,0.797,9.0,-9.846,1.0,0.0332,0.000175,0.00514,0.0943,0.375,94.917,0,0
0.665,0.355,7.0,-11.392,0.0,0.0374,0.6829999999999999,0.23,0.105,0.71,96.988,0,0
0.8140000000000001,0.202,1.0,-21.015,1.0,0.202,0.133,0.509,0.279,0.8140000000000001,146.03799999999995,0,0
0.281,0.229,1.0,-14.798,1.0,0.0576,0.945,0.0,0.3670000000000001,0.353,71.993,0,0
0.688,0.971,6.0,-0.83,1.0,0.152,0.472,0.0,0.184,0.487,77.012,0,0
0.527,0.862,6.0,-4.431,0.0,0.149,0.0245,0.0,0.0828,0.778,178.093,0,0
0.575,0.984,0.0,-2.474,1.0,0.0592,0.00424,0.0887,0.383,0.6729999999999999,142.969,0,0
0.331,0.905,0.0,-8.402999999999999,1.0,0.0684,0.000392,0.619,0.389,0.787,157.283,0,0
0.805,0.7759999999999999,1.0,-8.033,1.0,0.0708,0.0287,0.836,0.0627,0.593,128.006,0,0
0.5870000000000001,0.73,8.0,-8.343,1.0,0.058,0.114,9.6e-06,0.118,0.619,159.977,0,0
0.425,0.804,1.0,-3.003,1.0,0.25,0.0582,0.0,0.334,0.73,87.619,0,0
0.232,0.974,9.0,-2.144,1.0,0.0577,0.00189,0.907,0.244,0.271,134.47799999999998,0,0
0.4970000000000001,0.348,2.0,-10.122,1.0,0.079,0.835,0.0,0.325,0.659,172.168,0,0
0.562,0.954,1.0,-1.821,0.0,0.0827,0.0239,0.0,0.0842,0.447,119.976,0,0
0.813,0.56,10.0,-9.794,1.0,0.105,0.00242,0.898,0.0799,0.203,127.004,0,0
0.27,0.83,9.0,-6.035,0.0,0.0672,0.00107,0.0229,0.0986,0.202,140.158,0,0
0.325,0.905,5.0,-7.62,0.0,0.0512,0.0031,0.398,0.34,0.0746,114.306,0,0
0.664,0.49,7.0,-15.46,1.0,0.0357,0.255,0.0,0.0734,0.937,165.542,0,0
0.595,0.7020000000000001,9.0,-5.529,1.0,0.0283,0.0485,3.07e-05,0.0702,0.579,129.494,0,0
0.157,0.115,9.0,-14.405,1.0,0.0398,0.973,0.743,0.118,0.0569,68.477,0,0
0.619,0.7020000000000001,5.0,-6.0920000000000005,1.0,0.0386,0.14300000000000002,0.0,0.0566,0.63,108.261,0,0
0.375,0.195,4.0,-13.387,1.0,0.0399,0.872,4.85e-06,0.116,0.241,144.454,0,0
0.506,0.8190000000000001,5.0,-9.197,1.0,0.0312,0.0755,0.00412,0.0996,0.49,87.925,0,0
0.6809999999999999,0.812,9.0,-6.938,0.0,0.0657,0.315,0.000461,0.0923,0.961,122.395,0,0
0.7909999999999999,0.596,2.0,-9.458,1.0,0.0561,0.853,0.000648,0.103,0.959,107.209,0,0
0.669,0.642,1.0,-7.645,0.0,0.111,0.0635,0.0,0.219,0.852,158.333,0,0
0.333,0.598,4.0,-16.962,0.0,0.0495,2.03e-06,0.932,0.117,0.6659999999999999,85.09899999999998,0,0
0.399,0.7859999999999999,9.0,-5.815,1.0,0.0328,0.00143,0.0,0.0482,0.652,166.105,0,0
0.534,0.962,5.0,-2.948,1.0,0.0769,0.0294,0.0,0.0829,0.893,139.006,0,0
0.544,0.8009999999999999,0.0,-5.691,0.0,0.0296,0.123,0.489,0.208,0.328,124.985,0,0
0.564,0.265,9.0,-11.638,1.0,0.0464,0.845,0.0,0.319,0.747,91.835,0,0
0.463,0.597,9.0,-8.77,1.0,0.324,0.716,5.91e-06,0.7,0.253,97.652,0,0
0.5920000000000001,0.462,9.0,-10.502,0.0,0.0818,0.962,0.00192,0.106,0.8290000000000001,101.027,0,0
0.473,0.787,10.0,-6.097,1.0,0.0366,0.000148,0.125,0.422,0.589,93.457,0,0
0.5710000000000001,0.219,0.0,-16.730999999999998,1.0,0.0383,0.527,0.5429999999999999,0.933,0.482,123.974,0,0
0.51,0.877,4.0,-4.162,1.0,0.0334,0.0154,0.0211,0.141,0.8009999999999999,148.884,0,0
0.632,0.768,0.0,-5.221,1.0,0.0629,0.00159,0.843,0.0766,0.872,127.977,0,0
0.4920000000000001,0.304,4.0,-12.002,0.0,0.0303,0.78,0.00106,0.097,0.243,121.423,0,0
0.726,0.743,1.0,-4.898,1.0,0.0666,0.108,0.0,0.0709,0.515,98.006,0,0
0.546,0.8170000000000001,10.0,-8.235,0.0,0.0379,0.000332,0.7879999999999999,0.131,0.238,129.99200000000002,0,0
0.397,0.652,0.0,-15.657,1.0,0.0809,0.159,0.193,0.462,0.605,100.396,0,0
0.579,0.619,1.0,-11.036,1.0,0.0469,0.107,0.000312,0.17800000000000002,0.41,121.646,0,0
0.6859999999999999,0.73,1.0,-6.504,1.0,0.335,0.281,0.0,0.0633,0.892,106.412,0,0
0.74,0.855,5.0,-6.069,1.0,0.318,0.0638,0.0,0.0306,0.982,80.124,0,0
0.595,0.477,6.0,-11.517,1.0,0.0486,0.005529999999999999,0.0669,0.0919,0.7040000000000001,91.931,0,0
0.5329999999999999,0.8170000000000001,9.0,-7.579,0.0,0.0332,0.0247,0.0345,0.16899999999999998,0.325,127.99,0,0
0.618,0.453,7.0,-12.769,1.0,0.166,0.7190000000000001,0.0,0.657,0.476,87.208,0,0
0.414,0.17800000000000002,0.0,-16.852999999999998,1.0,0.131,0.922,0.00424,0.215,0.314,78.161,0,0
0.58,0.06,0.0,-16.245,1.0,0.0308,0.8809999999999999,0.0,0.0911,0.306,77.66,0,0
0.397,0.7020000000000001,8.0,-6.523,1.0,0.574,0.276,7.15e-06,0.746,0.293,94.791,0,0
0.64,0.889,1.0,-7.145,1.0,0.383,0.0724,0.0,0.459,0.6579999999999999,158.626,0,0
0.4970000000000001,0.485,5.0,-9.086,1.0,0.026,0.0389,0.00395,0.109,0.422,156.039,0,0
0.534,0.789,5.0,-9.712,1.0,0.12,0.581,4.17e-06,0.237,0.92,97.737,0,0
0.257,0.991,10.0,-3.668,0.0,0.154,1.84e-06,0.767,0.0794,0.17,87.075,0,0
0.546,0.461,2.0,-9.539,1.0,0.0674,0.096,0.00717,0.836,0.96,140.722,0,0
0.478,0.926,10.0,-13.827,1.0,0.035,0.17,0.13,0.0496,0.27,84.296,0,0
0.199,0.979,2.0,-8.628,1.0,0.4270000000000001,0.00354,0.718,0.273,0.0336,99.081,0,0
0.435,0.802,1.0,-6.871,1.0,0.324,0.00376,0.0,0.467,0.454,84.26700000000002,0,0
0.435,0.802,1.0,-6.871,1.0,0.324,0.00376,0.0,0.467,0.454,84.26700000000002,0,1
0.79,0.65,8.0,-13.37,1.0,0.0447,0.0098,0.86,0.245,0.7,111.899,0,0
0.48,0.37,11.0,-13.095999999999998,0.0,0.031,0.429,0.8270000000000001,0.111,0.105,101.368,0,0
0.753,0.565,1.0,-9.27,1.0,0.116,0.117,0.0,0.282,0.366,93.807,0,0
0.6629999999999999,0.787,5.0,-10.812,0.0,0.04,0.378,0.0020800000000000003,0.0335,0.795,108.166,0,0
0.591,0.215,9.0,-16.958,0.0,0.038,0.857,0.00126,0.118,0.254,105.429,0,0
0.395,0.319,7.0,-9.54,1.0,0.0325,0.184,0.0,0.125,0.38,178.076,0,0
0.411,0.236,9.0,-11.598,1.0,0.114,0.843,0.0,0.7759999999999999,0.285,87.061,0,0
0.214,0.941,0.0,-3.543,1.0,0.0745,1.59e-06,0.45,0.4920000000000001,0.302,120.415,0,0
0.865,0.433,2.0,-10.292,1.0,0.101,0.00939,0.14300000000000002,0.122,0.856,124.013,0,0
0.506,0.648,10.0,-7.232,1.0,0.0331,0.182,0.923,0.0708,0.28800000000000003,114.034,0,0
0.56,0.506,4.0,-6.61,1.0,0.0277,0.0659,0.0,0.106,0.188,122.021,0,1
0.619,0.738,4.0,-7.911,1.0,0.037000000000000005,0.025,0.0152,0.25,0.54,114.816,0,0
0.544,0.292,1.0,-13.306,0.0,0.0313,0.787,0.0169,0.111,0.112,149.497,0,0
0.5870000000000001,0.866,0.0,-6.615,1.0,0.0327,0.00135,0.000227,0.0839,0.6579999999999999,152.995,0,0
0.42,0.284,7.0,-11.708,1.0,0.0751,0.943,0.00705,0.117,0.412,179.588,0,0
0.659,0.435,10.0,-9.431,0.0,0.0407,0.653,0.0166,0.0786,0.528,143.499,0,0
0.748,0.861,7.0,-7.135,1.0,0.0342,0.345,1.95e-05,0.23,0.951,108.041,0,0
0.789,0.741,2.0,-7.023,1.0,0.0522,0.00599,0.8029999999999999,0.0753,0.339,127.994,0,0
0.845,0.59,0.0,-7.597,1.0,0.0939,0.075,0.014,0.0578,0.845,126.043,0,0
0.76,0.69,7.0,-7.06,1.0,0.269,0.028,3.5e-05,0.35600000000000004,0.184,87.383,0,0
0.511,0.536,9.0,-14.163,1.0,0.0269,0.0852,8.32e-05,0.107,0.561,108.447,0,0
0.715,0.613,7.0,-7.686,1.0,0.0593,0.121,0.000411,0.0714,0.669,90.01299999999998,0,0
0.338,0.8440000000000001,7.0,-9.337,0.0,0.0852,0.000436,0.465,0.267,0.13699999999999998,108.066,0,0
0.635,0.317,2.0,-16.629,1.0,0.055,0.0451,0.00146,0.0545,0.8340000000000001,124.554,0,0
0.501,0.29,11.0,-19.352,0.0,0.0319,0.858,0.0312,0.0948,0.679,96.549,0,0
0.438,0.969,7.0,-4.27,1.0,0.235,0.0018,0.0,0.36,0.35,163.834,0,0
0.31,0.982,7.0,-2.787,1.0,0.0898,1.66e-06,0.807,0.236,0.0394,99.91,0,0
0.317,0.601,8.0,-4.355,1.0,0.0794,0.8320000000000001,0.767,0.24,0.634,99.64,0,0
0.672,0.6890000000000001,8.0,-7.662000000000001,1.0,0.0264,0.243,0.8590000000000001,0.335,0.669,109.957,0,0
0.546,0.73,8.0,-10.964,0.0,0.0775,0.399,0.647,0.273,0.292,168.032,0,0
0.68,0.5489999999999999,11.0,-7.992000000000001,0.0,0.0447,0.65,0.0,0.328,0.6459999999999999,128.757,0,0
0.638,0.66,7.0,-6.792999999999998,1.0,0.0286,0.006840000000000001,0.0,0.197,0.398,93.042,0,1
0.4970000000000001,0.412,0.0,-9.965,1.0,0.0427,0.952,0.0,0.401,0.32,93.868,0,0
0.615,0.909,11.0,-5.436,0.0,0.0901,0.00253,0.444,0.627,0.7040000000000001,134.99200000000002,0,0
0.156,0.967,10.0,-1.527,0.0,0.104,5.3799999999999986e-05,0.693,0.0778,0.0617,107.753,0,0
0.28300000000000003,0.6629999999999999,2.0,-7.945,0.0,0.037000000000000005,0.007809999999999998,0.0076900000000000015,0.08900000000000001,0.0689,125.944,0,0
0.7759999999999999,0.741,1.0,-9.939,0.0,0.159,0.465,0.773,0.0999,0.326,119.906,0,0
0.456,0.541,9.0,-8.982999999999997,1.0,0.0292,0.0307,1.67e-06,0.389,0.321,75.036,0,0
0.29,0.34600000000000003,10.0,-11.605,1.0,0.0339,0.7909999999999999,0.0,0.46,0.705,167.766,0,0
0.496,0.8220000000000001,4.0,-7.303,1.0,0.0302,0.00107,0.00336,0.312,0.594,92.299,0,0
0.244,0.852,11.0,-11.444,0.0,0.0997,0.0013,0.887,0.452,0.254,125.804,0,0
0.277,0.833,0.0,-8.943,1.0,0.0783,0.333,0.00169,0.0702,0.588,191.908,0,0
0.613,0.8320000000000001,11.0,-4.0310000000000015,0.0,0.383,0.116,0.0,0.157,0.809,76.029,0,0
0.5710000000000001,0.807,5.0,-11.017,0.0,0.0372,0.00012,0.727,0.126,0.442,138.004,0,0
0.649,0.835,1.0,-5.186,0.0,0.0483,0.000359,0.8590000000000001,0.0664,0.914,130.97899999999998,0,0
0.675,0.857,1.0,-8.55,1.0,0.0492,0.00073,1e-05,0.0671,0.962,124.989,0,0
0.774,0.921,10.0,-4.712,0.0,0.0624,0.00469,0.00032,0.127,0.396,128.002,0,1
0.659,0.28600000000000003,4.0,-12.499,0.0,0.0252,0.7909999999999999,0.0208,0.195,0.213,101.909,0,0
0.555,0.792,4.0,-3.896,0.0,0.342,0.636,0.0,0.185,0.389,100.751,0,0
0.413,0.534,0.0,-6.028,0.0,0.0451,0.173,0.0014199999999999998,0.109,0.16899999999999998,120.101,0,0
0.657,0.764,1.0,-10.532,0.0,0.0345,0.0104,0.0217,0.152,0.665,131.075,0,0
0.541,0.784,9.0,-6.135,1.0,0.0638,0.0374,0.614,0.0964,0.647,161.594,0,0
0.135,0.92,11.0,-1.894,1.0,0.0614,0.000172,1.49e-05,0.42,0.473,142.329,0,0
0.218,0.84,1.0,-3.349,1.0,0.0618,0.0229,0.0,0.145,0.595,175.648,0,0
0.596,0.481,5.0,-9.964,1.0,0.0229,0.191,0.0,0.252,0.541,97.95,0,0
0.7090000000000001,0.305,9.0,-14.809,0.0,0.0397,0.687,0.0,0.265,0.483,118.821,0,0
0.609,0.7140000000000001,11.0,-7.172999999999999,0.0,0.12,0.339,0.000338,0.84,0.629,139.249,0,0
0.511,0.953,0.0,-7.734,1.0,0.0576,0.000298,0.627,0.0311,0.494,125.73,0,0
0.504,0.955,2.0,-7.105,1.0,0.0423,1.19e-05,0.189,0.0656,0.638,156.041,0,0
0.433,0.623,0.0,-23.007,0.0,0.0668,0.83,0.892,0.365,0.8420000000000001,191.263,0,0
0.515,0.934,9.0,-3.987,1.0,0.0539,9.61e-05,0.000746,0.142,0.515,126.031,0,0
0.363,0.9,5.0,-6.924,0.0,0.0673,0.0187,0.00127,0.118,0.344,91.053,0,0
0.625,0.852,8.0,-4.629,1.0,0.0714,0.904,0.0966,0.147,0.928,135.95600000000002,0,0
0.915,0.846,2.0,-6.348,1.0,0.0535,0.117,0.0,0.0222,0.969,118.006,0,0
0.748,0.969,1.0,-6.192,1.0,0.122,0.318,0.064,0.245,0.929,79.01100000000002,0,0
0.898,0.519,4.0,-13.821,0.0,0.101,0.168,0.0304,0.261,0.464,102.421,0,0
0.326,0.318,6.0,-14.01,1.0,0.0386,0.224,0.536,0.254,0.198,115.446,0,0
0.629,0.595,9.0,-13.475,0.0,0.0307,0.00252,0.0,0.398,0.573,128.195,0,0
0.6659999999999999,0.943,0.0,-6.297999999999999,1.0,0.0947,0.63,0.631,0.267,0.967,86.27,0,0
0.342,0.833,0.0,-7.09,1.0,0.0482,0.00828,0.138,0.108,0.343,165.81900000000005,0,0
0.523,0.726,6.0,-11.305,0.0,0.07200000000000001,0.00307,0.7390000000000001,0.108,0.568,122.055,0,0
0.345,0.764,1.0,-8.39,1.0,0.0463,0.207,0.00242,0.0425,0.627,111.444,0,0
0.423,0.8959999999999999,4.0,-10.63,0.0,0.128,0.0854,0.736,0.9,0.0725,195.169,0,0
0.649,0.878,10.0,-4.8180000000000005,0.0,0.0426,0.0573,1.73e-06,0.0954,0.745,150.005,0,1
0.71,0.466,0.0,-9.299,1.0,0.0406,0.0594,0.87,0.066,0.294,105.005,0,0
0.4320000000000001,0.831,1.0,-5.697,1.0,0.0629,0.000221,0.862,0.523,0.123,78.291,0,0
0.7509999999999999,0.951,7.0,-5.132999999999999,1.0,0.0612,0.0497,0.000215,0.316,0.6729999999999999,123.959,0,0
0.629,0.861,10.0,-8.962,1.0,0.0366,0.0615,0.245,0.0679,0.444,119.986,0,0
0.4970000000000001,0.6859999999999999,11.0,-5.3420000000000005,0.0,0.0378,0.000296,0.0006490000000000001,0.159,0.872,88.014,0,0
0.498,0.88,8.0,-3.849,1.0,0.0404,0.000308,0.00368,0.0727,0.284,111.951,0,0
0.913,0.496,2.0,-9.21,1.0,0.0704,0.245,1.7e-05,0.52,0.7490000000000001,98.39,0,0
0.312,0.813,6.0,-6.7970000000000015,0.0,0.084,0.00125,0.0346,0.212,0.414,167.832,0,0
0.362,0.897,8.0,-5.082,1.0,0.0377,0.00362,0.000682,0.14,0.7070000000000001,160.001,0,0
0.6579999999999999,0.659,9.0,-12.729,1.0,0.0287,0.000794,0.00269,0.333,0.511,99.955,0,0
0.662,0.672,7.0,-8.29,1.0,0.0518,0.000149,0.823,0.0573,0.618,127.027,0,0
0.501,0.5579999999999999,4.0,-21.068,0.0,0.0405,0.047,0.861,0.0839,0.78,115.333,0,0
0.475,0.7859999999999999,6.0,-12.199000000000002,0.0,0.102,0.987,0.292,0.642,0.5660000000000001,93.219,0,0
0.7559999999999999,0.7709999999999999,1.0,-8.226,1.0,0.0512,0.0869,9.42e-06,0.117,0.348,121.994,0,0
0.329,0.8140000000000001,8.0,-4.67,1.0,0.127,0.00193,2.63e-06,0.159,0.596,150.4,0,0
0.528,0.908,0.0,-3.384,1.0,0.0335,0.13,0.0,0.261,0.49,132.04,0,0
0.5579999999999999,0.963,7.0,-1.979,1.0,0.0815,0.000499,0.00221,0.25,0.679,164.06099999999995,0,1
0.58,0.8240000000000001,0.0,-6.641,0.0,0.0558,0.00272,0.0147,0.383,0.48,120.063,0,0
0.7509999999999999,0.223,10.0,-16.948,0.0,0.231,0.0648,0.736,0.15,0.374,70.014,0,0
0.518,0.966,10.0,-2.63,1.0,0.0718,0.014,0.0,0.209,0.7709999999999999,161.934,0,0
0.262,0.8270000000000001,7.0,-6.956,1.0,0.0569,0.00853,0.192,0.0509,0.496,166.523,0,0
0.654,0.962,7.0,-6.122000000000001,1.0,0.0478,0.000311,0.611,0.575,0.336,145.001,0,0
0.626,0.285,7.0,-11.51,0.0,0.0459,0.6940000000000001,4.82e-06,0.0611,0.682,167.25599999999997,0,0
0.7390000000000001,0.613,9.0,-13.728,1.0,0.037000000000000005,0.112,0.00413,0.0565,0.947,125.975,0,0
0.562,0.835,5.0,-6.5,0.0,0.0421,0.000644,0.198,0.102,0.0383,120.026,0,0
0.629,0.809,11.0,-7.0360000000000005,1.0,0.364,0.275,0.0,0.209,0.779,87.117,0,0
0.278,0.893,7.0,-7.357,1.0,0.1,1.13e-05,0.254,0.29600000000000004,0.187,110.705,0,0
0.334,0.108,8.0,-19.433,0.0,0.0622,0.961,0.00698,0.711,0.153,78.583,0,0
0.415,0.322,5.0,-15.501,0.0,0.0547,0.753,0.597,0.105,0.158,78.692,0,0
0.196,0.194,4.0,-8.418,0.0,0.0311,0.8759999999999999,0.0615,0.101,0.0609,95.272,0,0
0.607,0.498,7.0,-13.751,1.0,0.0332,0.0645,3.65e-05,0.0892,0.382,105.867,0,0
0.649,0.82,0.0,-5.335,1.0,0.0479,0.00204,0.0,0.127,0.355,109.952,0,0
0.526,0.772,5.0,-5.38,1.0,0.0342,0.534,2.31e-06,0.0924,0.965,149.92,0,0
0.617,0.642,11.0,-6.454,1.0,0.0244,0.163,0.000216,0.159,0.469,107.378,0,1
0.439,0.735,5.0,-15.501,1.0,0.0612,0.425,0.8270000000000001,0.579,0.0317,120.008,0,0
0.7,0.602,5.0,-8.091000000000001,1.0,0.0365,0.377,0.0,0.118,0.5760000000000001,135.942,0,0
0.6779999999999999,0.564,7.0,-7.934,1.0,0.0975,0.0621,0.758,0.0929,0.421,98.942,0,0
0.575,0.362,0.0,-6.959,1.0,0.0272,0.329,0.0,0.106,0.61,98.121,0,0
0.4970000000000001,0.552,9.0,-7.102,0.0,0.0307,0.679,0.0314,0.08900000000000001,0.633,124.359,0,0
0.626,0.569,7.0,-7.693,0.0,0.399,0.23,0.0,0.736,0.555,82.412,0,0
0.532,0.422,8.0,-12.536,1.0,0.831,0.8640000000000001,0.0,0.504,0.953,174.771,0,0
0.267,0.931,11.0,-6.487,1.0,0.138,0.00131,0.108,0.17800000000000002,0.219,126.658,0,0
0.487,0.8390000000000001,10.0,-5.855,1.0,0.173,0.853,0.6659999999999999,0.247,0.932,104.36,0,0
0.568,0.8370000000000001,0.0,-9.58,1.0,0.0817,0.0122,0.0,0.085,0.889,175.627,0,0
0.5760000000000001,0.905,4.0,-4.388,1.0,0.0376,0.14,0.0,0.108,0.523,112.027,0,0
0.338,0.777,0.0,-6.9860000000000015,1.0,0.0407,0.11,1.49e-06,0.883,0.906,180.812,0,0
0.748,0.755,0.0,-9.926,1.0,0.0363,0.526,0.0006490000000000001,0.094,0.924,119.808,0,0
0.735,0.183,8.0,-13.042,1.0,0.0375,0.938,0.765,0.109,0.6940000000000001,132.721,0,0
0.7909999999999999,0.348,2.0,-13.462,1.0,0.0813,0.0115,1.69e-06,0.117,0.654,103.265,0,0
0.403,0.946,4.0,-5.199,0.0,0.16399999999999998,0.000538,0.00514,0.344,0.266,112.091,0,0
0.481,0.92,5.0,-2.813,1.0,0.324,0.0151,0.0,0.344,0.905,154.673,0,0
0.606,0.843,4.0,-9.849,0.0,0.0526,0.0114,0.8220000000000001,0.789,0.61,94.861,0,0
0.809,0.583,8.0,-7.228,1.0,0.0293,0.000291,0.113,0.258,0.728,96.415,0,0
0.305,0.613,9.0,-4.652,0.0,0.047,0.00708,0.00245,0.121,0.547,183.992,0,1
0.339,0.8270000000000001,9.0,-7.374,1.0,0.0727,2.9100000000000006e-05,0.813,0.34700000000000003,0.4,142.102,0,0
0.473,0.295,9.0,-16.688,0.0,0.0263,0.272,0.0048200000000000005,0.0548,0.231,77.205,0,0
0.505,0.755,5.0,-7.285,1.0,0.165,0.467,0.00117,0.0675,0.955,185.279,0,0
0.471,0.133,8.0,-14.046,1.0,0.0303,0.982,0.45,0.361,0.5479999999999999,104.429,0,0
0.452,0.304,3.0,-12.974,0.0,0.0307,0.62,4.31e-06,0.138,0.0979,107.931,0,0
0.493,0.319,0.0,-12.509,1.0,0.16899999999999998,0.677,0.00388,0.127,0.6629999999999999,175.426,0,0
0.696,0.7070000000000001,7.0,-5.87,1.0,0.0855,0.00043,8.95e-06,0.0673,0.703,128.025,0,1
0.742,0.644,5.0,-9.786,1.0,0.0392,0.174,0.00121,0.245,0.807,94.809,0,0
0.4320000000000001,0.0566,11.0,-13.735,0.0,0.0691,0.962,0.0,0.189,0.35,172.40900000000005,0,0
0.593,0.315,5.0,-17.027,1.0,0.106,0.8059999999999999,0.000277,0.7929999999999999,0.8370000000000001,149.776,0,0
0.493,0.58,11.0,-12.629,0.0,0.0306,0.131,0.215,0.732,0.932,114.989,0,0
0.591,0.936,5.0,-7.602,1.0,0.0587,0.221,0.0,0.233,0.727,89.905,0,0
0.483,0.999,9.0,-2.74,0.0,0.229,0.000226,0.8340000000000001,0.376,0.0207,124.994,0,0
0.219,0.217,1.0,-17.783,1.0,0.0371,0.366,0.921,0.312,0.0383,109.936,0,0
0.4320000000000001,0.6920000000000001,2.0,-7.818,1.0,0.0307,0.166,0.0821,0.0894,0.276,164.753,0,0
0.795,0.657,7.0,-4.225,1.0,0.271,0.227,1.32e-05,0.13699999999999998,0.737,175.94299999999996,0,0
0.802,0.459,2.0,-9.877,1.0,0.0514,0.0495,0.885,0.104,0.426,118.995,0,0
0.6779999999999999,0.89,9.0,-8.526,1.0,0.0452,0.199,0.0,0.0848,0.7290000000000001,128.042,0,0
0.8759999999999999,0.875,10.0,-4.079,0.0,0.261,0.245,0.0,0.355,0.669,134.153,0,0
0.4270000000000001,0.515,7.0,-8.595,1.0,0.0287,0.0506,0.0,0.206,0.398,125.97,0,0
0.489,0.271,8.0,-9.416,1.0,0.0281,0.898,0.0,0.11,0.486,72.36,0,0
0.684,0.85,11.0,-3.851,0.0,0.0453,0.267,0.0,0.0518,0.6859999999999999,89.956,0,1
0.419,0.541,8.0,-9.118,1.0,0.0543,0.292,0.0,0.354,0.244,127.259,0,0
0.317,0.465,0.0,-8.213,1.0,0.0283,0.889,0.85,0.136,0.0388,79.41,0,0
0.4920000000000001,0.17600000000000002,7.0,-11.672,1.0,0.113,0.942,0.882,0.0994,0.136,80.167,0,0
0.509,0.454,1.0,-11.81,0.0,0.0747,0.815,1.4300000000000004e-05,0.315,0.708,175.15599999999995,0,0
0.526,0.836,7.0,-4.748,0.0,0.0368,7.52e-05,0.268,0.147,0.314,124.045,0,0
0.604,0.7859999999999999,10.0,-5.643,0.0,0.0741,0.0187,1.04e-05,0.0704,0.795,176.043,1,0
0.687,0.45399999999999996,4.0,-9.379,1.0,0.0255,0.614,0.00010700000000000001,0.107,0.331,103.93,1,1
0.439,0.434,7.0,-14.918,1.0,0.0265,0.0783,4.870000000000001e-05,0.14,0.204,94.845,1,1
0.575,0.8859999999999999,5.0,-5.182,1.0,0.034,0.0647,0.00018700000000000002,0.7090000000000001,0.608,96.30799999999999,1,1
0.754,0.657,5.0,-10.8,1.0,0.04,0.682,0.0417,0.172,0.9640000000000001,97.691,1,1
0.539,0.98,11.0,-8.18,0.0,0.0469,0.16899999999999998,0.982,0.084,0.522,136.08700000000002,1,0
0.573,0.377,0.0,-12.9,1.0,0.0278,0.419,0.0,0.142,0.565,89.59899999999998,1,1
0.711,0.72,5.0,-7.942,0.0,0.0401,0.0015400000000000001,2.730000000000001e-05,0.0585,0.966,117.54899999999999,1,1
0.7120000000000001,0.785,5.0,-6.4179999999999975,0.0,0.0386,0.00366,7.000000000000003e-06,0.0878,0.975,117.64399999999999,1,1
0.632,0.639,5.0,-5.938,1.0,0.0259,0.00143,0.0,0.221,0.733,95.506,1,1
0.474,0.833,6.0,-3.466,0.0,0.0344,0.0181,0.0,0.23,0.381,142.908,1,1
0.711,0.753,4.0,-6.461,0.0,0.0766,0.027999999999999997,2.9600000000000005e-05,0.152,0.588,126.051,1,1
0.493,0.643,0.0,-5.19,1.0,0.0299,0.512,2.42e-05,0.209,0.3,144.717,1,1
0.7979999999999999,0.8009999999999999,1.0,-5.858,1.0,0.139,0.0773,0.000384,0.2,0.667,107.516,1,0
0.446,0.701,9.0,-4.178999999999999,0.0,0.0295,0.0298,8.89e-06,0.0931,0.39399999999999996,159.958,1,1
0.631,0.494,11.0,-8.335,0.0,0.10099999999999999,0.31,1.77e-05,0.064,0.542,88.559,1,0
0.58,0.7290000000000001,4.0,-6.705,0.0,0.0287,0.0102,0.0,0.0805,0.483,80.061,1,1
0.596,0.465,9.0,-8.511000000000001,1.0,0.0253,0.385,0.0,0.106,0.141,73.013,1,1
0.865,0.73,6.0,-2.813,0.0,0.373,0.28300000000000003,0.0,0.0753,0.8079999999999999,90.096,1,1
0.594,0.521,0.0,-11.033,1.0,0.0417,0.161,0.00556,0.0382,0.789,167.56900000000005,1,1
0.615,0.711,11.0,-5.5070000000000014,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,1,1
0.625,0.726,10.0,-7.731,0.0,0.155,0.00728,0.0,0.318,0.483,103.98,1,1
0.557,0.8,10.0,-8.477,1.0,0.0601,0.00132,0.0012,0.0906,0.5820000000000001,135.47,1,1
0.792,0.648,1.0,-6.827000000000001,0.0,0.0469,0.0702,0.0053100000000000005,0.0693,0.76,101.406,1,1
0.78,0.565,3.0,-7.32,0.0,0.0306,0.736,0.0026899999999999997,0.063,0.365,101.96700000000001,1,1
0.5870000000000001,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.0006360000000000001,0.2,0.231,107.943,1,1
0.45299999999999996,0.9420000000000001,10.0,-4.256,1.0,0.0466,0.0004,2.65e-06,0.667,0.457,143.85,1,1
0.626,0.92,0.0,-6.153,1.0,0.0496,0.0262,0.075,0.134,0.42100000000000004,144.032,1,1
0.7879999999999999,0.8440000000000001,2.0,-3.1310000000000002,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,1,1
0.922,0.8590000000000001,2.0,-1.1520000000000001,1.0,0.079,0.10099999999999999,1.12e-06,0.139,0.616,114.001,1,1
0.7909999999999999,0.759,10.0,-7.377999999999999,0.0,0.129,0.0314,0.674,0.255,0.619,102.382,1,1
0.366,0.94,1.0,-5.119,0.0,0.0696,0.000769,9.42e-05,0.188,0.369,130.19799999999998,1,1
